contentid,contenttypeid,heritage1,heritage2,heritage3,infocenter,opendate,restdate,expguide,expagerange,accomcount,useseason,usetime,parking,chkbabycarriage,chkpet,chkcreditcard,seat,kidsfacility,firstmenu,treatmenu,smoking,packing,infocenterfood,scalefood,parkingfood,opendatefood,opentimefood,restdatefood,discountinfofood,chkcreditcardfood,reservationfood,lcnsno,scale,usefee,discountinfo,spendtime,parkingfee,infocenterculture,accomcountculture,usetimeculture,restdateculture,parkingculture,chkbabycarriageculture,chkpetculture,chkcreditcardculture,sponsor1,sponsor1tel,sponsor2,sponsor2tel,eventenddate,playtime,eventplace,eventhomepage,agelimit,bookingplace,placeinfo,subevent,program,eventstartdate,usetimefestival,discountinfofestival,spendtimefestival,festivalgrade,progresstype,festivaltype,saleitem,saleitemcost,fairday,opendateshopping,shopguide,culturecenter,restroom,infocentershopping,scaleshopping,restdateshopping,parkingshopping,chkbabycarriageshopping,chkpetshopping,chkcreditcardshopping,opentime,distance,schedule,taketime,theme,roomcount,roomtype,refundregulation,checkintime,checkouttime,chkcooking,seminar,sports,sauna,beauty,beverage,karaoke,barbecue,campfire,bicycle,fitness,publicpc,publicbath,subfacility,foodplace,reservationurl,pickup,infocenterlodging,parkinglodging,reservationlodging,scalelodging,accomcountlodging,openperiod,reservation,infocenterleports,scaleleports,accomcountleports,restdateleports,usetimeleports,usefeeleports,expagerangeleports,parkingleports,parkingfeeleports,chkbabycarriageleports,chkpetleports,chkcreditcardleports
2845123,39,,,,,,,,,,,,,,,,,0,전복죽,해물모듬 / 낙지전복죽 / 문어숙회 등,,가능,051-721-7887,,가능,,- 평일 09:00~16:00 (마지막 주문 15:00)<br>- 주말 09:00~18:00 (마지막 주문 17:00),"매주 월요일 (단, 월요일이 공휴일인 경우 그 다음날)",,가능,,20190156667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3470763,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2763881,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,잡화 / 과일 / 채소 / 야채 / 건어물 / 의류 / 수산물 / 먹거리 / 신발 / 떡 등,,,연중무휴,,,있음,051-518-7576 (시장 내부 사정으로 대표번호 안내 중단),,점포별로 상이함 <br>※ 대부분 일요일 휴무,가능,,,가능,08:00~22:00<br>※ 점포별로 상이함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130216,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"※ 행사, 강좌별 상이하므로 홈페이지 참고",,,,051-972-6369,,09:00~18:00,"※ 행사, 강좌별 상이하므로 홈페이지 참고",가능<br>요금 (무료),없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922538,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.29km,기타,5시간,----지자체-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130798,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무료,,,,051-440-6411,,"[종합자료실]<br>
화요일~금요일 09:00~22:00<br>
토요일 09:00~18:00<br>
일요일 09:00~17:00<br>
[어린이자료실 / 멀티미디어실]<br>
화요일~토요일 09:00~18:00<br>
일요일 09:00~17:00<br>
[열람실]<br>
화요일~일요일 07:00~22:00",매주 월요일 / 국경일 / 정부지정 공휴일,가능<br>요금 (무료),없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303697,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,의류 / 잡화 / 귀금속 / 전자 / 컴퓨터 / 가구  등,,,1999년 2월,,,있음,051-319-5000,,매주 월요일<br>※ 설·추석 연휴의 경우 홈페이지 내에 별도 공지,가능,없음,,가능,10:30~21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231945,12,0,0,0,복천박물관 051-554-4263,,매주 월요일,,,,,09:00~18:00,가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532971,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,부산광역시 서구,051-240-4017,"부산대학교병원, 동아대학교병원, 고신대학교복음병원, 삼육부산병원",,20250913,11:00~18:00,송도오션파크,,,,,,,20250912,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215432,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,더블 / 디럭스트윈 / 트리플,"공식 사이트에서 예약한 경우, 예약금, 취소 또는 변경 수수료 필요 없음, 호텔측에서 객실을 준비하지 못했을 때 거기에 대해서 고객에게 위약금을 청구를 하여서 받을 수 있음",12:00,12:00,불가,0,0,0,0,1,0,0,0,0,0,1,0,,있음,,불가,051-866-6525,가능,,,180,,,,,,,,,,,,,,
2504464,12,0,0,0,051-247-9900,,연중무휴<br>※ 기상 악화시 휴무 (홈페이지를 통한 실시간 공지),,,,,"- 1월~2월/12월 09:00~20:00<br>
- 3월~6월/9월~11월 09:00~21:00<br>
- 7월~8월 09:00~22:00<br>
※ 탑승권 발권 : 폐장시간 30분 전<br>
※ 악천후 또는 불가피한 사정으로 운영시간은 변경될 수 있으니 사전 확인 필수",가능 (500대)<br>요금 (무료),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126122,12,0,0,0,051-240-4000,,연중무휴,,,,,06:00~23:00,가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922568,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02km,기타,3시간,----지자체-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132524,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,과일 / 야채 / 일용잡화 등,,,1993.12.21,,,있음,051-310-8282,,매주 일요일 / 1월 1일 / 설·추석 연휴,가능,,,,점포 별로 상이함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946508,12,0,0,0,부산광역시 해운대구 관광안내소 051-749-5700,,연중무휴,,,,,상시 개방,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456837,12,0,0,0,051-780-6000,,연중무휴,,,,,※ 영화 및 공연·전시별로 상이하므로 홈페이지 참고,"가능<br>요금 (최초 30분 무료 / 이후 30분 당 1,000원씩 추가 요금 발생)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960620,12,0,0,0,부산 중구 관광안내소 051-254-5504,,연중무휴,,,,,※ 매장마다 상이함,불가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132190,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,수산물 / 건어물 / 회센터,,,,,,있음,051-245-2594,,"매월 첫째, 셋째 화요일",가능,없음,,없음,05:00~22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132499,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,남·녀의류 / 생화 / 조화 / 장식품 / 생필품,,,,,,,051-632-8785,,"- 1, 2층 : 매주 일요일<br>- 3층 : 연중무휴",가능,,,,07:00~18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126856,12,0,0,0,051-860-7800,,연중무휴,,,,,"[충혼탑]<br>
- 하절기(3월~10월) 09:00~18:00<br>
- 동절기(11월~2월) 09:00~17:00<br>
[광복기념관]<br>
- 하절기(3월~10월) 09:00~18:00<br>
- 동절기(11월~2월) 09:00~17:00",가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132572,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화훼 / 잡화 / 식당 / 과일 / 식육점 / 농산물 등,,,,,,있음,051-631-8490,,※ 점포마다 상이함,가능,없음,,없음,※ 점포마다 상이함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660770,12,0,0,0,방문자센터 051-976-2831~3,,,쉬어보입시the숲 / 같이하입시the 숲 / 행복끌림(林) / 알아차림(林),,,3월~12월,,,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452014,39,,,,,,,,,,,,,,,,,0,"크로플, 플레이트, 타코 3P (불고기&새우)","명란새우크림 파스타, 해산물얼큰 파스타, 치킨 로제 파스타, 감바스 파스타, 에그인헬, 수제버거, 프렌치 토스트",,가능,0507-1354-7847,,자율주차 운영하며 만차시에 발렛 서비스 제공합니다.,,매일 10:00 - 22:00 (21:30 라스트오더),연중무휴,,가능,0507-1354-7847으로 전화 예약,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399532,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,부산광역시 서구,051-231-4085,부산서구문화원,,20251102,10:00~21:00,부산 서구 송도해수욕장,,,,,,,20251031,무료,,,,선택안함,선택안함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128164,12,0,0,0,051-780-0077,,,,,,,상시 개방,불가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130799,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무료,,,,051-709-5351,,"- 종합자료실 09:00~22:00<br>
- 열람실 07:00~24:00<br>
※ 자세한 사항은 홈페이지 참조",매주 월요일 / 정부 지정 공휴일 / 특별한 사유로 군수가 필요하다고 인정한 날,가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130793,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무료,,,,051-419-4831,,"[어린이자료실]<br>
- 화요일~금요일 09:00~20:00<br>
- 토요일 09:00~18:00<br>
- 일요일 09:00~17:00<br>
[종합자료실]<br>
- 화요일~금요일 09:00~22:00<br>
- 토요일 09:00~18:00<br>
- 일요일 09:00~17:00<br>
[멀티미디어실]<br>
- 화요일~토요일 09:00~18:00<br>
- 일요일 09:00~17:00<br>
※ 자세한 사항은 홈페이지 참조","매주 월요일 / 일요일을 제외한 공휴일 (단, 일요일이 다른 공휴일과 겹치는 경우 휴관) / 도서관장이 지정하는 날",가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130749,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무료,,,무료,051-527-0582,,"[종합자료실] 월,토 09:00~18:00 / 화~금 09:00~22:00 / 일 09:00~17:00<br>
[디지털자료실/연속간행물실/어린이자료실] 월~토 09:00~18:00 / 일 09:00~17:00<br>
[열람실] 07:00~22:00","매월 첫째, 둘째 월요일 / 국가지정 공휴일(공휴일이 일요일인 경우 휴관) / 도서관장이 자료의 정리 및 기타 사유로 휴관이 필요하다고 인정하는 날",주차 가능(주차 공간이 협소함으로 대중교통 이용 바람),없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130752,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,051-810-8200,,"- 일반열람실 07:00~22:00<br>
- 2층 자료실 09:00~22:00<br>
- 1층, 3층 자료실 09:00~18:00<br>
※ 자세한 사항은 홈페이지 참고","매월 첫째 주, 둘째 주 월요일",가능<br>요금 (최초 1시간 무료 / 이후 10분 당 200원씩 추가 요금 발생),없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130797,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무료,,,,051-792-5400,,"09:00~22:00<br>
※ 자세한 사항은 홈페이지 참고","매월 셋째 주, 넷째 주 월요일 / 정부 지정 공휴일",가능<br>요금 (무료),없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130795,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무료,,,,051-250-0300,,"[종합자료실]<br>
- 화요일~금요일 09:00~22:00<br>
- 월요일, 토요일 09:00~18:00<br>
- 일요일 09:00~17:00<br>
[어린이실]<br>
- 화요일~금요일 09:00~18:00<br>
- 월요일, 토요일 09:00~18:00<br>
- 일요일 09:00~17:00<br>
※ 자세한 사항은 홈페이지 참조","매월 첫째, 둘째 월요일 / 일요일을 제외한 관공서의 공휴일 (단, 일요일이 공휴일 경우에는 휴관) / 도서관장이 필요하다고 인정하는 날",가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3515311,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(재)영화의전당,051-780-6115,(재)영화의전당,,20251206,10:00~21:00,영화의전당,,,,,,,20251204,무료,,,,선택안함,선택안함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006246,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,부산광역시,051-745-7298,(재)부산문화재단,,20250928,공연별 상이함,,,,,,,,20250924,유료,,,,선택안함,선택안함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558735,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,금정구청,051-715-6984,"부산광역시 금정구, (재)금정문화재단",,20250928,13:00 ~ 21:00,,,,,,,,20250926,무료,,,,선택안함,선택안함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3345610,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,대한출판문화협회,02-733-8402,,,20251214,10:00~18:00 (12/14 10:00 ~ 17:00 * 운영시간 종료 30분 전 입장 마감),벡스코 제1전시장 3홀,,,,,,,20251211,"무료(사전등록) <br>[현장 구매] 성인 5,000원 / 청소년 5,000원<br>[무료 입장 대상자] 장애인 / 국가유공자 / 어린이(초등학생 이하) / 만 65세 이상 ※본인 한정",,,,선택안함,선택안함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784363,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무료,,약 1시간,무료,051-607-8002,,09:00~18:00,매주 월요일 / 1월 1일,불가 (인근 공영주차장 이용),없음,,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083767,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무료,,,,051-607-8000,,09:00~18:00,"매주 월요일 (단, 월요일이 공휴일인 경우 다음날 화요일 휴관) / 1월 1일",불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873292,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,부산광역시,070-5080-2804,"부산정보산업진흥원, 부산경남 만화가연대",,20250928,11:00~19:30,"부산문화콘텐츠콤플렉스, 소향씨어터 신한카드홀",,,,,,,20250925,무료,,,,선택안함,선택안함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442423,12,0,0,0,0513096291,,매주 월요일 휴무,,,,,화~일 09:30 - 17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252562,12,0,0,0,부산 중구청 051-600-4000,,연중무휴,,,,,상시 개방,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607138,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무료,,,,051-510-1838,,10:00~17:00,매주 일요일 / 공휴일 및 기타 휴관일,"가능<br>요금 (최초 30분 1,000원 / 이후 10분 당 600원씩 추가 요금 발생)",없음,,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126147,12,0,0,0,051-626-4337,,연중무휴,,,,,상시 개방,가능,불가,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133313,39,,,,,,,,,,,,,,,,,0,회백밥,특회백밥 / 물회 / 전복죽 / 광어회 / 회무침 등,모두 금연석,가능,0507-1338-7617,,불가능,,11:00~21:30 (준비 시간 15:00~16:30),"매월 첫째 주, 셋째 주 월요일",,가능,"전화 예약 문의 (051-245-4995, 7617)",19810126072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129725,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공연 및 전시별 상이,,공연 및 전시별 상이,"[일반]<br>
- 일일 2,000원<br>
- 월주차 40,000원<br>
[아카데미 수강생] 일일 1,000원<br>
※ 50% 할인 : 경차, 국가유공자, 장애인, 다자녀 가정, 친환경 자동차(중복할인 불가)",051-607-6000,,공연 및 전시별 상이,연중무휴,가능<br>※ 주차장 운영시간 : 08:00~23:00(유인) / 23:00~익일 09:00(무인),없음,,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787128,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,농산물 / 수산물 / 축산물 / 공산품 등,,,,,,있음,051-323-9002,,점포별 상이,가능,,,,03:00~17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856938,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,부산광역시,051-714-4758,"(재)부산경제진흥원, 벡스코",,20250924,16:00~22:00,벡스코 BEXCO,,,,,,,20250920,무료,,,,선택안함,선택안함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130166,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무료<br>※ 시기별 상이하므로 자세한 사항은 홈페이지 참조,,,,051-744-2602,,10:00~18:00 (입장 마감 17:30),"매주 월요일 (단, 월요일이 공휴일인 경우 그 다음날을 휴관일로 함) / 1월 1일",가능,가능,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554068,12,0,0,0,0507-1377-4201,,"매주 월요일 (단, 월요일이 공휴일과 겹치는 경우에는 그 다음 날) / 1월 1일 / 설·추석 당일",,,,,10:00~18:00 (입장 마감 17:00),"가능 <br>요금 (최초 10분 500원 / 추가 120분당 750원 / 1일 최대 20,000원)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381553,12,0,0,0,051-720-0323,,"매주 토요일, 일요일",,,,,09:00~18:00,가능<br>요금 (무료),없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610457,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28km,기타,1시간 15분,----지자체-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022923,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.68km,기타,1일,----지자체-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360805,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.68km,기타,1일,----지자체-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764008,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무료,,,,051-922-7503,,09:00~18:00 (17:00까지 입장완료),매주 월요일 / 1월 1일 / 설날·추석,가능<br>요금 (무료),없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130737,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무료,,,,051-808-7960,,"[하절기(3월~10월)]<br>
- 09:00~18:00<br>
[동절기(11월~2월)]<br>
- 09:00~17:00",연중무휴,가능,불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080300,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전자제품,,,,,,있음,051-809-0863,,매주 일요일,가능,,,,09:00~20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130834,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무료,,,,051-302-9010,,"- 3~10월 09:00~18:00 <br>
- 11~2월 09:00~17:00",매주 주말 / 법정공휴일,가능<br>요금 (무료),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853131,39,,,,,,,,,,,,,,,,,0,무한리필,,,,,,가능,,12:00~23:00,연중무휴,,,,20200156592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016659,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,부산광역시,051-714-1508,(사)부산광역시무형문화재연합회,,20251026,11:00~17:00,,,,,,,,20251025,무료,,,,선택안함,선택안함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559571,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,부산광역시 중구청,070-8893-2437,,,20251101,11:00~17:00,부산용두산공원,,,,,,,20251101,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093625,12,0,0,0,051-605-4522,,연중무휴,,,,,일몰시간 이후,불가능 (인근 공영주차장 이용),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132189,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,혼수용품 / 한복 / 원단 / 의류/ 액세서리 / 분식점,,,,"1,350개",,있음,051-646-7041~3,,매주 일요일,가능,,,가능(매장마다 상이),07:00~19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277679,12,0,0,0,051-601-1800,,연중무휴,,,,,10:00~22:00 (입장 마감 21:30),가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
